product,canonical,status,sha256,extra_count,p1_fail,p2_fail,sheet_count,formula_count,chart_count,real_hyperlinks,reason
tarimsal-destek-uygunluk,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/tarimsal-destek-uygunluk/TarimsalDestekUygunluk.xlsx,READY_FOR_REVIEW,b2431a194470eda4d77da2b798df142ea63f71909a1bc6312a13e2b10c0bcbe2,0,0,0,15,1303,9,28,
taseron-hakedis-kesinti-mutabakati,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/taseron-hakedis-kesinti-mutabakati/TaseronHakedisVeKesintiMutabakati.xlsx,READY_FOR_REVIEW,c524117ff3dacbeb88d30a34d4a210c1d34f9608e6f4b84d9305fe81036d2ce6,0,0,0,18,310,6,34,
tesvikli-bordro-avantajli-tesvik,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/tesvikli-bordro-avantajli-tesvik/TesvikliBordroAvantajliTesvik.xlsx,READY_FOR_REVIEW,710fdbec5046a45a10eff20187b0835aa33971692afbc3d45617a551c20a3288,0,0,0,14,7224,10,26,
tesvikli-bordro-optimizasyon,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/tesvikli-bordro-optimizasyon/TesvikliBordroOptimizasyon.xlsx,READY_FOR_REVIEW,6f944e3dd59a28332a74b685ff91ddc48fe7c269d6332f5d3a23369c4e58fae9,0,0,0,15,14248,11,28,
trendyol-komisyon-sonrasi-net-kar,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/trendyol-komisyon-sonrasi-net-kar/TrendyolKomisyonSonrasiNetKar.xlsx,READY_FOR_REVIEW,4be8251e0cf76ad15a2a5a40de463b0e1df5d1c83aa285b70b6a0635608e81cc,0,0,0,16,36113,8,30,
uretim-kapasite-yatirim-ve-karlilik,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/uretim-kapasite-yatirim-ve-karlilik/current.xlsx,READY_FOR_REVIEW,ccb295fc843b112eec8669d2fc30f356a880c363f8ffed514216a3f7e51391b1,0,0,0,38,88,0,74,
uretim-kari-125-kv-optimizasyonu,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/uretim-kari-125-kv-optimizasyonu/UretimKari125KvOptimizasyonu.xlsx,READY_FOR_REVIEW,455172fbe7dd2b0c66ba84b1007720250f8a0aa77aaf3efef2840000624913a8,0,0,0,15,2263,9,28,
uretim-recetesi-ve-zam-yansitma-hesaplayici,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/uretim-recetesi-ve-zam-yansitma-hesaplayici/UretimRecetesiVeZamYansitmaHesaplayici.xlsx,READY_FOR_REVIEW,a8a1b7cedd6ae63e70253754994ef4545b6199f91248e1d5b8df92706a230485,0,0,0,16,938,8,30,
vergi-sgk-borcunu-tecil-etmeli-miyim-kredi-mi-tecil-mi,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/vergi-sgk-borcunu-tecil-etmeli-miyim-kredi-mi-tecil-mi/VergiSgkBorcunuTecilEtmeliMiyimKrediMiTecilMi.xlsx,READY_FOR_REVIEW,733fe83af7ab8bc7a61a5e4ee1d5f8089e00c65c51827edcee37d7e4f6da7615,0,0,0,18,6232,9,34,
vergi-sgk-ve-maas-karsilik-ayirma-sistemi,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/vergi-sgk-ve-maas-karsilik-ayirma-sistemi/VergiSgkVeMaasKarsilikAyirmaSistemi.xlsx,READY_FOR_REVIEW,0f32a56242455cf815810e876458d252ddd94f4fcbf5f17f53038db56f839eb4,0,0,0,19,21050,8,36,
wacc-hesaplama-ve-sermaye-maliyeti,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/wacc-hesaplama-ve-sermaye-maliyeti/current.xlsx,READY_FOR_REVIEW,bbe0ca865fb0e5e5ba0a10633dc1afc9fe479b9c8d279a1c751dcca29562c77b,0,0,0,38,88,0,74,
yem-rasyonu-maliyet,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/yem-rasyonu-maliyet/YemRasyonuMaliyet.xlsx,READY_FOR_REVIEW,aab0d52cb7ed8ff31b5568570565972954ea63de36ffcaeb6a3c14ec7bc2e49d,0,0,0,18,688,8,34,
yeniden-degerleme-komuta-merkezi,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/yeniden-degerleme-komuta-merkezi/YenidenDegerlemeKomutaMerkezi.xlsx,READY_FOR_REVIEW,7a3e8f09ed8f3a4c27d83668562fc794b344f4911ec52623d272561e9e3b186f,0,0,0,15,4255,9,28,
yeniden-degerleme-yapmali-miyim-vergi-tasarruf-analizi,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/yeniden-degerleme-yapmali-miyim-vergi-tasarruf-analizi/YenidenDegerlemeVergiTasarrufAnalizi.xlsx,READY_FOR_REVIEW,ff5bf0c53fca19a957222db2e3f9032908402e15353199ec05b8ae83a314fd1f,0,0,0,18,13206,8,34,
yillara-sari-insaat-stopaj-nakit-akis-planlayici,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/yillara-sari-insaat-stopaj-nakit-akis-planlayici/YillaraSariInsaatStopajVeNakitAkisPlanlayici.xlsx,READY_FOR_REVIEW,0c85f4aca4392d3fb5a9576bd8483167f4be4acfc85c1dd17b7cfecee0a2c698,0,0,0,21,322,6,40,
ymm-tasdik-kontrol-robotu,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/ymm-tasdik-kontrol-robotu/YmmTasdikKontrolRobotu.xlsx,READY_FOR_REVIEW,f12a4f23d00a7a888d61bef23cacebb768a71d5ffcf8397d9a74174c0a04f99d,0,0,0,14,3704,8,26,
yurt-disi-yapilanma-vergi-simulatoru,/home/runner/work/excelarsiv/excelarsiv/EXCELARSIV_PRODUCTS/_SYSTEM/CALIBRATED/yurt-disi-yapilanma-vergi-simulatoru/YurtDisiYapilanmaVergiSimulatoru.xlsx,READY_FOR_REVIEW,aa2d1940a39d75fd2d848b4c0efa6d1ca13aaa78e06a97de851b118b50a1d9a1,0,0,0,15,2273,9,28,
